Article DOI,journal,year,publisher
10.1021/jm9700225,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9700068,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9700880,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960592p,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960845e,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960861b,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960853v,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00019a015,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm00019a018,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm960827x,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970021c,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970013w,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960501o,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960868t,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970031d,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960819g,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970050n,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960772z,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960693n,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9605187,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960799i,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960840h,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00020a008,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm00020a010,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm970069q,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9608467,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00020a016,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm960850i,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970367n,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9607921,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970111h,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970195u,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00020a021,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm970121i,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970247f,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960800d,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00020a024,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm00020a031,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm9700530,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970084v,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970091j,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9703045,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960863w,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970266p,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960747t,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00013a015,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm970018t,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00013a018,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm960516m,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970106d,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970226l,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970219x,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970141k,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00013a021,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm970271t,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970055k,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970190x,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970283e,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960309m,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960668h,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9607663,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970207b,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960602m,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960483a,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960497g,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00014a010,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm960450v,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00014a012,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm960597m,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970364a,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970250z,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9608218,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960873x,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970101g,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970126f,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970325z,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970337k,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970175s,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00014a024,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm00014a027,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm00015a002,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm00015a004,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm00015a006,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm970060o,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970240y,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970251r,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970351x,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9702084,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970312l,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970424c,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9704558,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9704560,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970343g,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970262k,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9702948,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00015a020,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm970328b,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970212f,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970376w,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970397q,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00016a001,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm00016a008,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm970399a,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970512x,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970493r,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970176k,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970414b,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970492z,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970326r,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970439a,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9704762,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9703552,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9704098,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970273d,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970291v,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970104t,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970245v,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00017a002,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm970096g,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9703653,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00017a008,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm00017a018,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm970110p,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970525a,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9705519,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970495b,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970467t,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970515+,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00018a003,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm970549h,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm970507t,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960496o,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960666x,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9606913,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960320m,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9603072,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960752x,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960613f,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00018a010,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm960594+,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960319n,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9606599,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960652r,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960573f,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9606150,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960355m,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960762y,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm950782k,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00018a016,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm960739c,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9607156,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960596u,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960754h,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960755+,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960759e,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00018a027,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm950759z,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00058a009,Journal of Medicinal Chemistry,1993.0,American Chemical Society (ACS)
10.1021/jm9607010,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9602726,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960723m,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm9606507,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960807v,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960509y,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960717q,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960449w,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00068a003,Journal of Medicinal Chemistry,1993.0,American Chemical Society (ACS)
10.1021/jm00072a024,Journal of Medicinal Chemistry,1993.0,American Chemical Society (ACS)
10.1021/jm00073a015,Journal of Medicinal Chemistry,1993.0,American Chemical Society (ACS)
10.1021/jm960753p,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960467d,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960703k,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960760d,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960875h,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm960803q,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00006a008,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm00006a013,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm960795d,Journal of Medicinal Chemistry,1997.0,American Chemical Society (ACS)
10.1021/jm00006a015,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm00006a019,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm00007a002,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm9705723,Journal of Medicinal Chemistry,1998.0,American Chemical Society (ACS)
10.1021/jm970508l,Journal of Medicinal Chemistry,1998.0,American Chemical Society (ACS)
10.1021/jm970533r,Journal of Medicinal Chemistry,1998.0,American Chemical Society (ACS)
10.1021/jm970065l,Journal of Medicinal Chemistry,1998.0,American Chemical Society (ACS)
10.1021/jm970446z,Journal of Medicinal Chemistry,1998.0,American Chemical Society (ACS)
10.1021/jm970389+,Journal of Medicinal Chemistry,1998.0,American Chemical Society (ACS)
10.1021/jm00007a012,Journal of Medicinal Chemistry,1995.0,American Chemical Society (ACS)
10.1021/jm9800144,Journal of Medicinal Chemistry,1998.0,American Chemical Society (ACS)
10.1021/jm970635h,Journal of Medicinal Chemistry,1998.0,American Chemical Society (ACS)
10.1021/jm970772e,Journal of Medicinal Chemistry,1998.0,American Chemical Society (ACS)
10.1021/jm9707737,Journal of Medicinal Chemistry,1998.0,American Chemical Society (ACS)
10.1021/jm9708341,Journal of Medicinal Chemistry,1998.0,American Chemical Society (ACS)
10.1021/jm970856n,Journal of Medicinal Chemistry,1998.0,American Chemical Society (ACS)
